DATE:28/5/71	2071-05-28
DATE:14.10.63	2063-10-14
DATE:6/7/2005	2005-06-07
DATE:6.1.65	2065-06-01
DATE:1/12/2063	2063-12-01
DATE:9/3/2063	2063-09-03
DATE:27/5/2026	2026-05-27
DURATION:28 weeks	P28W
DATE:25/9/2071	2071-09-25
DURATION:34-37 dys	P35.5D
DATE:16/6/2066	2066-06-16
TIME:2:12pm on 2.3.2015	2015-03-02T14:12
DATE:26.7.62	2062-07-26
DATE:29.12.66	2066-12-29
DATE:9/3/2070	2070-09-03
DATE:9/4/2007	2007-09-04
DATE:Now	2063-09-24
DATE:7.3.66	2066-07-03
DATE:6/3/67	2067-03-06
DATE:3/7/2067	2067-07-03
TIME:2846-12-05 00:00:00	2846-12-05T00:00:00
DATE:23/4/2063	2063-04-23
DATE:September 2063	2063-09
DATE:25/4/2066	2066-04-25
DATE:24/12/63	2063-12-24
TIME:2050-01-04 00:00:00	2050-01-04T00:00:00
DURATION:46-47 months	P46.5M
TIME:21/05/2013 at 17:32	2013-05-21T17:32
DATE:17.7.63	2063-07-17
DATE:1.10.63	2063-01-10
DATE:18/10/67	2067-10-18
DATE:25.7.72	2072-07-25
DATE:13/2/65	2065-02-13
TIME:01/02/2013 at 15:38	2013-02-01T15:38
TIME:21/08/2013 at 12:13	2013-08-21T12:13
DURATION:34-37 day	P35.5D
DATE:16/9/65	2065-09-16
DATE:18.12.62	2062-12-18
DATE:11/9/67	2067-11-09
DURATION:6 months	P6M
TIME:11/02/2013 at 15:54	2013-02-11T15:54
DATE:20/7/2071	2071-07-20
TIME:12:50 on 18.12.13	2013-12-18T12:50
TIME:11/12/2012 at 15:48	2012-12-11T15:48
TIME:12th of December 2013 at 1740	2013-12-12T17:40
DATE:4/8/63	2063-04-08
DATE:28/4/1991	1991-04-28
DATE:7/2/2067	2067-07-02
DURATION:46-51 months	P48.5M
DATE:3.11.64	2064-03-11
DATE:1.8.66	2066-08-01
DATE:21/4/2063	2063-04-21
DATE:13/8/63	2063-08-13
DATE:5/7/2017	2017-05-07
DATE:11/3/1974	1974-03-11
DATE:15/2/2017	2017-02-15
DATE:9/4/63	2063-04-09
DURATION:13 week	P13W
DATE:6/3/2013	2013-03-06
DATE:24/1/2067	2067-01-24
DATE:2052	2052
TIME:10:25am on 17.10.2016	2016-10-17T10:25
DATE:7/11/2067	2067-07-11
DATE:2/9/63	2063-09-02
TIME:18/12/2013 at 16:43	2013-12-18T16:43
DATE:5/11/1995	1995-05-11
DATE:3.12.2063	2063-12-03
DATE:29/11/66	2066-11-29
DURATION:25-29 dys	P27D
TIME:2355-02-19 00:00:00	2355-02-19T00:00:00
DATE:22/6/2062	2062-06-22
DURATION:17-22 years	P19.5Y
DATE:27/2/1996	1996-02-27
DATE:28/9/1983	1983-09-28
DATE:9/11/2063	2063-09-11
TIME:09:25am on 02.03.2016	2016-03-02T09:25
DURATION:21 wks	P21W
DATE:26.5.66	2066-05-26
DATE:23/6/2071	2071-06-23
DATE:12.10.62	2062-12-10
DURATION:33-37 day	P35D
DURATION:35-40 week	P37.5W
DATE:16.3.2064	2064-03-16
DATE:30/11/2000	2000-11-30
DURATION:19 week	P19W
TIME:24/04/2012 at 13:52	2012-04-24T13:52
DATE:6/10/2010	2010-10-06
TIME:09/03/2016 at 10:23	2016-03-09T10:23
DATE:14.9.2066	2066-09-14
DURATION:36-37 days	P36.5D
DATE:13.2.63	2063-02-13
DATE:18/11/66	2066-11-18
DURATION:21 week	P21W
DATE:14.12.66	2066-12-14
DATE:10/5/63	2063-05-10
DATE:15/12/2004	2004-12-15
DURATION:28-31 weeks	P29.5W
TIME:17.20 on 2/4/13	2013-04-02T17:20
DATE:18/2/63	2063-02-18
DATE:17/12/2007	2007-12-17
DATE:3/7/63	2063-07-03
TIME:27/10/2014 at 12:27	2014-10-27T12:27
DATE:3/8/67	2067-03-08
DURATION:3 years	P3Y
TIME:12/04/2013 at 09:35	2013-04-12T09:35
TIME:29/10/2012 at 14:14	2012-10-29T14:14
DATE:9/12/2004	2004-09-12
TIME:14/11/2013 at 18:06	2013-11-14T18:06
DATE:4/5/1992	1992-05-04
DATE:18/7/2067	2067-07-18
DATE:2.11.65	2065-11-02
DATE:6.9.66	2066-06-09
DATE:May 2063	2063-05
TIME:13/02/2013 at 08:04	2013-02-13T08:04
DATE:4/9/1991	1991-09-04
TIME:1pm on 18.11.15	2015-11-18T13:00
DATE:5/11/2070	2070-11-05
DATE:15/4/2063	2063-04-15
DURATION:46-47 month	P46.5M
DATE:25/6/63	2063-06-25
DATE:2/6/62	2062-02-06
DATE:3.6.66	2066-06-03
DATE:28/1/2065	2065-01-28
DATE:7/3/63	2063-07-03
DATE:24/3/63	2063-03-24
DATE:25/11/2010	2010-11-25
DATE:5.4.65	2065-05-04
DATE:19/5/71	2071-05-19
TIME:25/02/2014 at 12:19	2014-02-25T12:19
DATE:11/12/1977	1977-12-11
DATE:1/1/2066	2066-01-01
DATE:19.6.62	2062-06-19
DATE:29/4/63	2063-04-29
DATE:27.1.63	2063-01-27
TIME:01/11/2013 at 08:24	2013-11-01T08:24
DATE:20.12.63	2063-12-20
DATE:2060	2060
TIME:12/06/2013 at 14:50	2013-06-12T14:50
DATE:9/12/2067	2067-09-12
DATE:22/4/1982	1982-04-22
DATE:22/4/1993	1993-04-22
DATE:9.3.63	2063-09-03
DATE:27/5/71	2071-05-27
DATE:28/8/2011	2011-08-28
DATE:2.4.71	2071-02-04
TIME:1500pm on the 28th of October 2013	2013-10-28T15:00
DATE:4/6/63	2063-06-04
TIME:12.10.16 at 0925am	2016-10-12T09:25
DATE:18/6/2009	2009-06-18
DATE:25/4/2012	2012-04-25
TIME:2.10pm on 18.07.13	2013-07-18T14:10
TIME:14:25pm on 15.10.13	2013-10-15T14:25
DATE:24.3.63	2063-03-24
TIME:14:40pm on 24.4.13	2013-04-24T14:40
DATE:14/1/62	2062-01-14
