DATE:7/2/2005	2005-07-02
DATE:24.1.62	2062-01-24
DATE:23/10/2000	2000-10-23
TIME:20/03/2014 at 14:42	2014-03-20T14:42
TIME:10.05am on 24/7/14	2014-07-24T10:05
DATE:1/7/1988	1988-01-07
DATE:16/6/64	2064-06-16
DURATION:37 days	P37D
DATE:18/9/2015	2015-09-18
DATE:19/2/63	2063-02-19
TIME:20/05/2014 at 16:30	2014-05-20T16:30
DURATION:11 wks	P11W
TIME:9:55am on 14.4.14	2014-04-14T09:55
DATE:22/8/2062	2062-08-22
DATE:7/9/64	2064-07-09
DURATION:35-40 wks	P37.5W
DATE:14/5/63	2063-05-14
DURATION:25-30 mths	P27.5M
DURATION:44 month	P44M
DATE:11/2/1988	1988-02-11
TIME:10.40am on 23.9.14	2014-09-23
TIME:14:45 on 2/11/14	2014-11-02T14:45
DURATION:3-7 yr	P5Y
DATE:7/3/2063	2063-07-03
DATE:23.8.62	2062-08-23
DATE:30.5.63	2063-05-30
DATE:13.4.64	2064-04-13
DATE:12/5/2063	2063-12-05
DATE:8/3/2012	2012-08-03
TIME:08/02/2013 at 12:01	2013-02-08T12:01
DATE:24/2/1998	1998-02-24
DATE:24/5/2000	2000-05-24
DATE:13/6/2064	2064-06-13
DURATION:35-37 dys	P36D
DURATION:11-13 yr	P12Y
DATE:28/8/2023	2023-08-28
DATE:12/7/63	2063-07-12
TIME:04/04/2014 at 10:17	2014-04-04T10:17
TIME:23/04/2014 at 19:52	2014-04-23T19:52
TIME:04/02/2013 at 14:26	2013-02-04T14:26
DATE:9/2/1991	1991-09-02
DATE:18/9/1998	1998-09-18
TIME:06/04/2014 at 19:01	2014-04-06T19:01
TIME:10/05/2013 at 13:57	2013-05-10T13:57
DATE:30/7/2064	2064-07-30
DATE:14/4/2063	2063-04-14
TIME:30.08.13 at 16:30	2013-08-30T16:30
TIME:30/07/2014 at 14:06	2014-07-30T14:06
TIME:23/10/2014 at 09:29	2014-10-23T09:29
DATE:15/2/2015	2015-02-15
DATE:30/1/64	2064-01-30
DATE:18/7/2025	2025-07-18
DATE:18.6.63	2063-06-18
DATE:16/6/2002	2002-06-16
DATE:26/12/63	2063-12-26
DATE:1/4/2014	2014-04-01
DATE:24/10/63	2063-10-24
DURATION:27 years	P27Y
DATE:9/4/1998	1998-09-04
DATE:1/9/63	2063-01-09
DATE:8/7/2019	2019-07-08
DATE:20/5/2007	2007-05-20
TIME:09/04/2013 at 18:32	2013-04-09T18:32
DURATION:7 weeks	P7W
DURATION:49 mths	P49M
DATE:4/11/64	2064-11-04
DATE:21-5-14	2064-07-23
DATE:5/8/2063	2063-05-08
DATE:4/10/2018	2018-04-10
DATE:02-Dec-2011	2061-02-04
DATE:183/4/2064	2064-04-183
TIME:5:40pm on 30.4.14	2014-04-30T17:40
DATE:30/5/1997	1997-05-30
DATE:12/12/2028	2028-12-12
DATE:12/8/1999	1999-08-12
DATE:17.10.2062	2062-10-17
DATE:18/4/2011	2011-04-18
DATE:11.9.62	2062-11-09
DATE:9/9/2064	2064-09-09
TIME:3.55pm on 10.04.13	2013-04-10T15:55
TIME:04/08/2014 at 10:08	2014-08-04T10:08
DATE:19.1.64	2064-01-19
DATE:12/6/64	2064-06-12
DATE:9/1/2064	2064-09-01
DATE:26/1/2004	2004-01-26
DURATION:17 yr	P17Y
DURATION:five week	P5W
TIME:12.23pm on 25.06.14	2014-06-25T12:23
DATE:27/3/2063	2063-03-27
DATE:21.9.62	2062-09-21
DATE:21/10/2064	2064-10-21
TIME:03/06/2014 at 11:46	2014-06-03T11:46
DATE:23/12/2064	2064-12-23
DATE:18.6.64	2064-06-18
DATE:3.10.62	2062-10-03
DATE:6.6.63	2063-06-06
DATE:7/7/2005	2005-07-07
DATE:17/6/1988	1988-06-17
TIME:18/06/2012 at 12:06	2012-06-18T12:06
DATE:14.7.64	2064-07-14
TIME:27/08/2013 at17:15	2013-08-27T17:15
DATE:14/6/2013	2013-06-14
DATE:/9/64	2064-09
DATE:1/6/2064	2064-06-01
DATE:28/10/2064	2064-10-28
DATE:27/2/1988	1988-02-27
DATE:24/4/2063	2063-04-24
DATE:25/8/2014	2014-08-25
DATE:3/11/2016	2016-03-11
DATE:15/8/63	2063-08-15
DATE:15/1/2019	2019-01-15
DURATION:35 days	P35D
DATE:19/2/64	2064-02-19
DATE:21.8.64	2064-08-21
DATE:18/8/2064	2064-08-18
DATE:13/10/2032	2032-10-13
DATE:28/6/1988	1988-06-28
DATE:29.4.64	2064-04-29
DATE:20/10/1975	1975-10-20
DATE:26/9/64	2064-09-26
DURATION:11 week	P11W
DATE:09-12-13	2063-02-11
DATE:21.2.63	2063-02-21
TIME:06/06/2013 at 16:49	2013-06-06T16:49
DATE:30/7/1983	1983-07-30
TIME:4.22pm on 05.08.13	2013-08-05T16:22
DATE:4.9.63	2063-09-04
DATE:21/8/2062	2062-08-21
DATE:12/9/64	2064-09-12
TIME:17/01/2013 at 12:43	2013-01-17T12:43
DATE:6/10/2013	2013-06-10
DATE:7/8/2064	2064-07-08
DATE:15/10/2064	2064-10-15
DURATION:50 year	P50Y
DATE:25/5/2065	2065-05-25
TIME:19/08/2014 at 18:00	2014-08-19T18:00
DATE:30/5/2063	2063-05-30
DURATION:10 days	P10D
DURATION:25 days	P25D
DATE:17/7/1997	1997-07-17
TIME:27/11/2012 at 15:51	2012-11-27T15:51
DURATION:19-22 day	P20.5D
DATE:12/3/2020	2020-03-12
DATE:14.4.63	2063-04-14
TIME:03/04/2014 at 11:26	2014-04-03T11:26
DATE:21/10/2001	2001-10-21
DATE:20/11/2021	2021-11-20
DURATION:31-35 wks	P33W
TIME:02/07/2014 at 12:55	2014-07-02T12:55
DATE:3.9.2062	2062-09-03
TIME:07/01/2014 at 19:57	2014-01-07T19:57
DATE:5/5/2065	2065-05-05
TIME:26/07/2012 at 11:59	2012-07-26T11:59
TIME:11/02/2013 at 09:42	2013-02-11T09:42
TIME:07/06/2013at 10:16	2013-06-07T10:16
DURATION:5-7 wk	P6W
DATE:14/6/63	2063-06-14
DATE:5/11/1999	1999-11-05
TIME:16/09/2013 at 18:26	2013-09-16T18:26
TIME:27/08/2012 at 11:34	2012-08-27T11:34
DATE:9/5/63	2063-09-05
DATE:2/12/2063	2063-12-02
DATE:28/5/63	2063-05-28
DATE:2/11/2063	2063-02-11
TIME:17/04/2013 at 08:55	2013-04-17T08:55
DATE:5/10/1999	1999-05-10
DATE:2/6/2063	2063-06-02
DATE:Wednesday	2063-11-27
